INFO;SymPer;Pip/Y;Trd/Y;RF=MaxPrf/Y/DD;PF;DD/LastDD;iDD;MO/Spred;SD;MO/SD;iRF=MaxPrf/iDD;W/L*W%;  = ;RISK=PF*RF;Magic;FltLen;PicCnt;Target;Power;Days;Rev;LevTyp;fGlb;iFlt;iPic;A;a;Ak;PicVal;iSignal;iParam;D;Stp;Prf;oImp;oFlt;oGlb;oPic;Trl;Wknd;tk;T0;T1;tp; ;start;03.01.2022;04.01.2022;05.01.2022;06.01.2022;07.01.2022;10.01.2022;11.01.2022;12.01.2022;13.01.2022;14.01.2022;17.01.2022;18.01.2022;19.01.2022;20.01.2022;21.01.2022;24.01.2022;25.01.2022;26.01.2022;27.01.2022;28.01.2022;31.01.2022;01.02.2022;02.02.2022;03.02.2022;04.02.2022;07.02.2022;08.02.2022;09.02.2022;10.02.2022;11.02.2022;14.02.2022;15.02.2022;16.02.2022;17.02.2022;18.02.2022;21.02.2022;22.02.2022;23.02.2022;24.02.2022;25.02.2022;28.02.2022;01.03.2022;02.03.2022;03.03.2022;04.03.2022;07.03.2022;08.03.2022;09.03.2022;10.03.2022;11.03.2022;14.03.2022;15.03.2022;16.03.2022;17.03.2022;18.03.2022;21.03.2022;22.03.2022;23.03.2022;24.03.2022;25.03.2022;28.03.2022;29.03.2022;30.03.2022;31.03.2022;01.04.2022;04.04.2022;05.04.2022;06.04.2022;07.04.2022;08.04.2022;11.04.2022;12.04.2022;13.04.2022;14.04.2022;18.04.2022;19.04.2022;20.04.2022;21.04.2022;22.04.2022;25.04.2022;26.04.2022;27.04.2022;28.04.2022;29.04.2022;02.05.2022;03.05.2022;04.05.2022;05.05.2022;06.05.2022;09.05.2022;10.05.2022;11.05.2022;12.05.2022;13.05.2022;16.05.2022;17.05.2022;18.05.2022;19.05.2022;20.05.2022;23.05.2022;24.05.2022;25.05.2022;26.05.2022;27.05.2022;30.05.2022;31.05.2022;01.06.2022;02.06.2022;03.06.2022;06.06.2022;07.06.2022;08.06.2022;09.06.2022;10.06.2022;13.06.2022;14.06.2022;15.06.2022;16.06.2022;17.06.2022;20.06.2022;21.06.2022;22.06.2022;23.06.2022;24.06.2022;27.06.2022;28.06.2022;29.06.2022;30.06.2022;01.07.2022;04.07.2022;05.07.2022;06.07.2022;07.07.2022;08.07.2022;11.07.2022;12.07.2022;13.07.2022;14.07.2022;15.07.2022;18.07.2022;19.07.2022;20.07.2022;21.07.2022;22.07.2022;25.07.2022;26.07.2022;27.07.2022;28.07.2022;29.07.2022;01.08.2022;02.08.2022;03.08.2022;04.08.2022;05.08.2022;08.08.2022;09.08.2022;10.08.2022;11.08.2022;12.08.2022;15.08.2022;16.08.2022;17.08.2022;18.08.2022;19.08.2022;22.08.2022;23.08.2022;24.08.2022;25.08.2022;26.08.2022;29.08.2022;30.08.2022;31.08.2022;01.09.2022;02.09.2022;05.09.2022;06.09.2022;07.09.2022;08.09.2022;09.09.2022;12.09.2022;13.09.2022;14.09.2022;15.09.2022;16.09.2022;19.09.2022;20.09.2022;21.09.2022;22.09.2022;23.09.2022;26.09.2022;27.09.2022;28.09.2022;29.09.2022;30.09.2022;03.10.2022;04.10.2022;05.10.2022;06.10.2022;07.10.2022;10.10.2022;11.10.2022;12.10.2022;13.10.2022;14.10.2022;17.10.2022;18.10.2022;19.10.2022;20.10.2022;21.10.2022;24.10.2022;25.10.2022;26.10.2022;27.10.2022;28.10.2022;31.10.2022;01.11.2022;02.11.2022;03.11.2022;04.11.2022;07.11.2022;08.11.2022;09.11.2022;10.11.2022;11.11.2022;14.11.2022;15.11.2022;16.11.2022;17.11.2022;18.11.2022;21.11.2022;22.11.2022;23.11.2022;24.11.2022;25.11.2022;28.11.2022;29.11.2022;30.11.2022;01.12.2022;02.12.2022;05.12.2022;06.12.2022;07.12.2022;08.12.2022;09.12.2022;12.12.2022;13.12.2022;14.12.2022;15.12.2022;16.12.2022;19.12.2022;20.12.2022;21.12.2022;22.12.2022;23.12.2022;27.12.2022;28.12.2022;29.12.2022;30.12.2022;03.01.2023;04.01.2023;05.01.2023;06.01.2023;09.01.2023;10.01.2023;11.01.2023;12.01.2023;13.01.2023;16.01.2023;17.01.2023;18.01.2023;19.01.2023;20.01.2023;23.01.2023;24.01.2023;25.01.2023;26.01.2023;27.01.2023;30.01.2023;31.01.2023;01.02.2023;02.02.2023;03.02.2023;06.02.2023;07.02.2023;08.02.2023;09.02.2023;10.02.2023;13.02.2023;14.02.2023;15.02.2023;16.02.2023;17.02.2023;20.02.2023;21.02.2023;22.02.2023;23.02.2023;24.02.2023;27.02.2023;28.02.2023;01.03.2023;02.03.2023;03.03.2023;06.03.2023;07.03.2023;08.03.2023;09.03.2023;10.03.2023;13.03.2023;14.03.2023;15.03.2023;16.03.2023;17.03.2023;03.04.2023;04.04.2023;05.04.2023;06.04.2023;10.04.2023;11.04.2023;12.04.2023;13.04.2023;14.04.2023;17.04.2023;18.04.2023;19.04.2023;20.04.2023;21.04.2023;24.04.2023;25.04.2023;26.04.2023;27.04.2023;28.04.2023;01.05.2023;02.05.2023;03.05.2023;04.05.2023;05.05.2023;08.05.2023;09.05.2023;10.05.2023;11.05.2023;12.05.2023;15.05.2023;16.05.2023;17.05.2023
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-62;4;-0.75;0; 82_11;350;-0.16;84;-1.9;-47; 6.5*40 =;261;1;2112908865;10;2;0;2;6;0;4;2;0;0;15;3;3;40;1;1;3;4;-4;0;2;0;0;1;0;2;1;7;3; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7;113;173;173;173;173;173;173;173;173;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;116;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273;273
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-108;5;0;0; 196_176;811;-0.24;32;-7.4;0; 0.4*16 =;7;1;1977477490;10;2;0;4;1;0;4;1;0;1;15;3;2;40;1;1;-3;4;3;1;2;0;2;3;0;0;8;7;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-3;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-148;-136;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129;-129
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-319;6;-0.01;0; 608_455;2579;-0.53;49;-10.8;-1; 0.2*12 =;2;1;294190591;10;2;0;4;7;0;3;0;1;1;15;2;3;10;1;1;4;2;-1;2;1;3;3;1;0;3;3;7;3; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-172;-172;-172;-172;-172;-172;-172;-172;-172;-172;-218;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-161;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-184;-278;-332;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-235;-253;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-314;-396;-396;-396;-396;-396;-396;-396;-396;-396;-396;-396;-396;-396;-396;-396;-416;-565;-514;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412;-412
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-18;1;0;0; 24_23;237;-0.24;0;555;0; 0.0*0 =;0;1;378706435;10;2;0;2;6;0;1;2;1;2;15;2;3;20;1;1;2;4;5;0;1;0;0;-2;0;3;3;8;3; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23;-23
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-96;5;-0.77;0; 98_27;500;-0.18;26;-7.1;-29; 2.1*28 =;60;1;1959056861;10;2;0;2;7;0;3;0;0;1;15;2;3;20;1;1;1;4;-5;-1;2;3;0;-2;0;3;4;8;3; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-59;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-76;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-97;-97;-97;-97;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;20;8;0.13;1.21; 157_96;187;0.03;73;0.4;14; 2.1*70 =;145;1;163627267;10;2;0;5;6;0;4;0;0;2;15;2;1;30;1;1;4;2;-5;2;2;1;3;4;0;3;1;8;3; ; ;0;0;0;0;0;0;0;0;0;0;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-73;24;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;215;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;398;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;338;295;314;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;334;428;428;428;428;428;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;465;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;483;468;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488;488
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;29;8;0.21;1.28; 138_84;200;0.04;70;0.6;19; 3.2*50 =;158;1;654319875;10;2;0;5;7;0;4;0;0;2;15;2;1;30;1;1;4;2;-5;3;3;2;3;4;0;3;1;8;3; ; ;0;0;0;0;0;0;0;0;0;0;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-73;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;128;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;207;226;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;247;359;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;395;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;397;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412;412
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-135;5;0;0.18; 182_178;1090;-0.25;38;-6.7;0; 1.1*28 =;31;1;1669534971;10;2;0;3;2;0;1;0;0;1;15;4;2;40;1;1;-5;4;-5;1;2;2;0;2;0;1;3;6;3; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-78;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-121;-127;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-82;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123;-123
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-47;10;-0.33;0.62; 136_63;380;-0.05;45;-1.1;-12; 4.2*38 =;161;1;188420291;10;2;0;3;1;0;1;1;0;1;15;4;3;20;1;1;1;4;-5;0;0;0;3;-2;0;0;5;8;3; ; ;0;0;0;0;0;-17;-17;-17;-17;-17;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-35;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;64;261;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;235;214;214;214;214;214;214;214;214;214;214;214;214;231;231;231;231;231;231;231;231;231;231;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;206;204;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;217;218;218;218;218;218;193;193;193;193;193;193;193;210;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265;265
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-820;16;-0.17;0.15; 889_889;4716;-0.52;43;-12.1;-2; 2.9*9 =;28;1;1338998864;10;2;0;2;3;0;4;2;1;0;15;3;0;40;1;1;-4;2;-4;0;0;0;0;-1;0;0;2;7;2; ; ;0;0;0;0;0;0;0;0;0;0;0;0;-52;-52;-52;-52;-52;-52;-52;-52;-52;-105;-110;-110;-148;-166;-166;-166;-166;-166;-166;-166;-166;-166;-166;-166;-166;-166;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-238;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-328;-364;-258;-129;-211;-293;-293;-293;-382;-382;-382;-382;-382;-382;-382;-382;-382;-470;-470;-470;-470;-470;-470;-470;-470;-543;-543;-543;-543;-608;-608;-608;-608;-608;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-640;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-710;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-740;-765;-549;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-627;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-664;-737;-737;-737;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-809;-889;-889;-889;-889;-889;-889;-889;-889;-889
SoSimple230.202 2022.01.03-2023.05.18, Sprd=100, StpLev=100, Swaps=-15.92, OPT-2009.01.02-2022.02.01;XAUUSD60;-284;7;-0.59;0.09; 327_121;987;-0.42;96;-4.4;-29; 0.6*55 =;36;1;1667951007;10;2;0;5;3;0;2;0;0;1;15;2;3;30;1;1;-1;4;-5;0;2;3;0;-3;0;1;2;7;3; ; ;0;0;0;0;0;0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;41;41;41;41;41;41;41;41;-103;-103;-103;-108;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-197;-157;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-184;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-111;-255;-255;-255;-255;-255;-255;-255;-255;-255;-255;-255;-255;-255;-285;-246;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79;-79
